
Predictions were generated on 05-Dec-2019 at 21:48:20 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-173-g38fc45a8-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; SubDyn

Description from the FAST input file: Oberhalb_50mps

Time      	RootMFlp1 	RootMFlp2 	RootMFlp3 	RootMEdg1 	RootMEdg2 	RootMEdg3 	Wave1Elev 	-ReactMXss	-ReactMYss
    0.4625	 6.154E+02	-6.477E+02	-6.763E+02	-1.224E+03	 7.090E+02	-3.158E+03	 0.000E+00	 4.242E+07	 1.969E+06
    0.4750	 1.666E+03	 1.069E+02	-1.610E+01	-2.376E+03	-5.957E+02	-3.612E+03	 0.000E+00	 4.506E+07	 1.245E+06
    0.4875	 2.199E+02	-1.810E+02	-2.368E+03	-4.488E+03	-2.161E+03	-4.759E+03	 0.000E+00	 4.567E+07	 2.523E+06
    0.5000	 7.586E+02	 2.880E+02	-1.827E+02	-3.362E+02	 7.553E+02	-2.482E+03	 0.000E+00	 4.453E+07	 4.514E+06
    0.5125	 1.713E+03	 9.970E+02	 4.581E+02	-1.682E+03	-9.932E+02	-2.857E+03	 0.000E+00	 4.186E+07	 6.574E+06
    0.5250	 5.133E+02	 5.185E+02	-1.692E+03	-3.900E+03	-2.316E+03	-4.006E+03	 0.000E+00	 3.751E+07	 8.740E+06
    0.5375	 9.606E+02	 7.267E+02	 2.300E+02	 4.121E+02	 5.400E+02	-1.398E+03	 0.000E+00	 3.141E+07	 1.231E+07
    0.5500	 1.570E+03	 1.386E+03	 7.967E+02	-1.132E+03	-9.642E+02	-1.877E+03	 0.000E+00	 2.397E+07	 1.809E+07
    0.5625	 6.887E+02	 1.050E+03	-1.211E+03	-3.025E+03	-2.259E+03	-2.947E+03	 0.000E+00	 1.601E+07	 2.454E+07
    0.5750	 8.396E+02	 1.091E+03	 3.897E+02	 1.039E+03	 2.235E+02	-5.435E+02	 0.000E+00	 8.139E+06	 2.975E+07
    0.5875	 1.181E+03	 1.413E+03	 9.557E+02	-5.235E+02	-1.038E+03	-8.215E+02	 0.000E+00	 4.675E+05	 3.328E+07
    0.6000	 6.227E+02	 1.215E+03	-7.579E+02	-2.115E+03	-2.013E+03	-1.792E+03	 0.000E+00	-7.149E+06	 3.582E+07
    0.6125	 6.907E+02	 1.101E+03	 4.778E+02	 1.520E+03	-1.271E+02	-2.920E+01	 0.000E+00	-1.459E+07	 3.856E+07
    0.6250	 7.536E+02	 1.143E+03	 7.765E+02	 3.325E+02	-1.125E+03	-8.979E+00	 0.000E+00	-2.146E+07	 4.152E+07
    0.6375	 5.387E+02	 1.249E+03	-5.004E+02	-9.678E+02	-1.801E+03	-6.299E+02	 0.000E+00	-2.744E+07	 4.347E+07
    0.6500	 3.261E+02	 1.180E+03	 4.450E+02	 1.949E+03	-4.498E+02	 2.788E+02	 0.000E+00	-3.260E+07	 4.368E+07
    0.6625	 4.120E+02	 1.013E+03	 4.786E+02	 1.120E+03	-1.217E+03	 6.076E+02	 0.000E+00	-3.714E+07	 4.278E+07
    0.6750	 5.886E+02	 1.160E+03	-2.289E+02	-2.619E+02	-1.719E+03	 1.704E+02	 0.000E+00	-4.097E+07	 4.247E+07
    0.6875	 1.764E+02	 1.138E+03	 4.381E+02	 2.317E+03	-7.093E+02	 5.731E+02	 0.000E+00	-4.366E+07	 4.354E+07
    0.7000	 2.222E+02	 1.024E+03	 3.898E+02	 1.657E+03	-1.386E+03	 1.073E+03	 0.000E+00	-4.476E+07	 4.506E+07
    0.7125	 6.833E+02	 1.163E+03	 2.025E+01	 1.610E+02	-1.898E+03	 5.799E+02	 0.000E+00	-4.415E+07	 4.614E+07
    0.7250	 2.709E+02	 1.241E+03	 6.037E+02	 2.739E+03	-9.313E+02	 6.719E+02	 0.000E+00	-4.197E+07	 4.656E+07
    0.7375	 4.860E+02	 1.078E+03	 6.788E+02	 1.643E+03	-1.519E+03	 9.893E+02	 0.000E+00	-3.830E+07	 4.670E+07
    0.7500	 6.870E+02	 1.153E+03	 2.968E+02	 7.224E+01	-1.975E+03	 2.498E+02	 0.000E+00	-3.302E+07	 4.766E+07
    0.7625	 6.403E+02	 1.502E+03	 1.022E+03	 2.860E+03	-1.128E+03	 7.209E+02	 0.000E+00	-2.616E+07	 4.904E+07
    0.7750	 1.018E+03	 1.554E+03	 1.064E+03	 1.284E+03	-1.985E+03	 3.800E+02	 0.000E+00	-1.812E+07	 4.927E+07
    0.7875	 7.159E+02	 1.212E+03	 2.825E+02	-3.262E+02	-2.514E+03	-5.544E+02	 0.000E+00	-9.576E+06	 4.796E+07
    0.8000	 1.208E+03	 1.918E+03	 1.690E+03	 2.853E+03	-1.153E+03	 3.761E+02	 0.000E+00	-1.127E+06	 4.552E+07
    0.8125	 1.498E+03	 2.031E+03	 1.682E+03	 5.468E+02	-2.432E+03	-4.727E+02	 0.000E+00	 6.933E+06	 4.283E+07
    0.8250	 6.330E+02	 1.152E+03	 2.750E+02	-8.677E+02	-3.055E+03	-1.576E+03	 0.000E+00	 1.449E+07	 4.077E+07
    0.8375	 1.652E+03	 2.464E+03	 2.277E+03	 2.762E+03	-1.033E+03	-2.721E+02	 0.000E+00	 2.131E+07	 3.879E+07
    0.8500	 1.844E+03	 2.624E+03	 2.149E+03	-8.615E+01	-3.018E+03	-1.443E+03	 0.000E+00	 2.704E+07	 3.619E+07
    0.8625	 5.393E+02	 9.359E+02	 1.780E+02	-1.473E+03	-3.739E+03	-2.604E+03	 0.000E+00	 3.149E+07	 3.355E+07
    0.8750	 1.879E+03	 2.720E+03	 2.710E+03	 2.332E+03	-8.173E+02	-8.704E+02	 0.000E+00	 3.479E+07	 3.174E+07
    0.8875	 2.023E+03	 2.843E+03	 2.391E+03	-7.820E+02	-3.067E+03	-2.420E+03	 0.000E+00	 3.719E+07	 3.148E+07
    0.9000	 2.753E+02	 8.113E+02	-8.983E+01	-2.085E+03	-4.090E+03	-3.580E+03	 0.000E+00	 3.875E+07	 3.275E+07
    0.9125	 1.755E+03	 2.693E+03	 2.840E+03	 1.927E+03	-5.904E+02	-1.590E+03	 0.000E+00	 3.934E+07	 3.460E+07
    0.9250	 1.758E+03	 2.665E+03	 2.399E+03	-1.284E+03	-2.684E+03	-3.081E+03	 0.000E+00	 3.877E+07	 3.658E+07
    0.9375	-2.564E+02	 7.076E+02	-2.225E+02	-2.696E+03	-3.738E+03	-4.461E+03	 0.000E+00	 3.706E+07	 3.880E+07
    0.9500	 1.482E+03	 2.136E+03	 2.803E+03	 1.348E+03	-2.392E+02	-2.105E+03	 0.000E+00	 3.435E+07	 4.169E+07
    0.9625	 1.401E+03	 2.072E+03	 2.289E+03	-1.500E+03	-1.934E+03	-3.491E+03	 0.000E+00	 3.067E+07	 4.566E+07
    0.9750	-4.681E+02	 2.796E+02	-1.670E+02	-3.036E+03	-3.113E+03	-4.945E+03	 0.000E+00	 2.592E+07	 4.968E+07
    0.9875	 9.788E+02	 1.548E+03	 2.487E+03	 9.317E+02	 2.281E+02	-2.440E+03	 0.000E+00	 2.004E+07	 5.271E+07
    1.0000	 1.039E+03	 1.411E+03	 2.103E+03	-1.449E+03	-1.070E+03	-3.446E+03	 0.000E+00	 1.330E+07	 5.520E+07
    1.0125	-4.155E+02	-1.457E+02	 8.458E+01	-3.175E+03	-2.312E+03	-5.039E+03	 0.000E+00	 6.133E+06	 5.734E+07
    1.0250	 6.267E+02	 9.691E+02	 2.196E+03	 7.802E+02	 8.145E+02	-2.586E+03	 0.000E+00	-1.063E+06	 5.969E+07
    1.0375	 8.520E+02	 8.966E+02	 1.943E+03	-1.182E+03	-1.977E+02	-3.162E+03	 0.000E+00	-7.965E+06	 6.289E+07
    1.0500	-1.151E+02	-3.984E+02	 4.448E+02	-3.041E+03	-1.640E+03	-4.736E+03	 0.000E+00	-1.436E+07	 6.569E+07
    1.0625	 6.036E+02	 7.066E+02	 2.116E+03	 8.302E+02	 1.489E+03	-2.550E+03	 0.000E+00	-1.998E+07	 6.776E+07
    1.0750	 1.155E+03	 5.845E+02	 1.946E+03	-8.295E+02	 5.116E+02	-2.976E+03	 0.000E+00	-2.443E+07	 7.019E+07
    1.0875	 4.416E+02	-4.648E+02	 8.317E+02	-2.811E+03	-7.757E+02	-4.469E+03	 0.000E+00	-2.755E+07	 7.296E+07
    1.1000	 1.047E+03	 6.426E+02	 2.413E+03	 9.523E+02	 2.203E+03	-2.265E+03	 0.000E+00	-2.940E+07	 7.623E+07
    1.1125	 1.699E+03	 6.069E+02	 2.172E+03	-5.880E+02	 1.045E+03	-2.765E+03	 0.000E+00	-3.012E+07	 8.007E+07
    1.1250	 1.184E+03	-3.397E+02	 1.223E+03	-2.539E+03	-1.064E+02	-4.121E+03	 0.000E+00	-2.986E+07	 8.307E+07
    1.1375	 1.889E+03	 8.350E+02	 2.938E+03	 1.327E+03	 2.769E+03	-1.842E+03	 0.000E+00	-2.870E+07	 8.504E+07
    1.1500	 2.427E+03	 7.953E+02	 2.624E+03	-5.057E+02	 1.403E+03	-2.476E+03	 0.000E+00	-2.665E+07	 8.688E+07
    1.1625	 1.931E+03	-7.887E+01	 1.649E+03	-2.275E+03	 4.564E+02	-3.706E+03	 0.000E+00	-2.391E+07	 8.824E+07
    1.1750	 2.840E+03	 1.173E+03	 3.382E+03	 1.675E+03	 3.120E+03	-1.175E+03	 0.000E+00	-2.069E+07	 8.903E+07
    1.1875	 3.183E+03	 1.138E+03	 2.866E+03	-3.838E+02	 1.438E+03	-2.064E+03	 0.000E+00	-1.698E+07	 8.913E+07
    1.2000	 2.696E+03	 9.766E+01	 1.895E+03	-2.059E+03	 5.395E+02	-3.135E+03	 0.000E+00	-1.283E+07	 8.775E+07
    1.2125	 3.640E+03	 1.521E+03	 3.677E+03	 1.985E+03	 3.130E+03	-5.569E+02	 0.000E+00	-8.241E+06	 8.548E+07
    1.2250	 3.730E+03	 1.263E+03	 3.000E+03	-2.532E+02	 1.235E+03	-1.701E+03	 0.000E+00	-3.316E+06	 8.329E+07
    1.2375	 3.113E+03	 1.520E+02	 1.932E+03	-1.836E+03	 3.662E+02	-2.578E+03	 0.000E+00	 1.685E+06	 8.120E+07
    1.2500	 4.035E+03	 1.691E+03	 3.707E+03	 2.223E+03	 2.691E+03	-1.765E+02	 0.000E+00	 6.540E+06	 7.940E+07
    1.2625	 3.971E+03	 1.122E+03	 2.909E+03	-2.693E+01	 5.634E+02	-1.374E+03	 0.000E+00	 1.112E+07	 7.770E+07
    1.2750	 3.107E+03	 4.283E+01	 1.708E+03	-1.694E+03	-1.172E+02	-2.198E+03	 0.000E+00	 1.521E+07	 7.600E+07
    1.2875	 3.981E+03	 1.551E+03	 3.618E+03	 2.104E+03	 1.932E+03	 9.353E+01	 0.000E+00	 1.856E+07	 7.506E+07
    1.3000	 3.783E+03	 8.238E+02	 2.755E+03	 4.957E+01	-1.750E+02	-1.251E+03	 0.000E+00	 2.091E+07	 7.505E+07
    1.3125	 2.741E+03	-2.530E+02	 1.351E+03	-1.607E+03	-8.171E+02	-2.103E+03	 0.000E+00	 2.213E+07	 7.578E+07
    1.3250	 3.534E+03	 1.249E+03	 3.324E+03	 1.985E+03	 8.767E+02	 1.195E+02	 0.000E+00	 2.227E+07	 7.705E+07
    1.3375	 3.266E+03	 4.353E+02	 2.544E+03	 2.538E+01	-9.842E+02	-1.160E+03	 0.000E+00	 2.148E+07	 7.805E+07
    1.3500	 2.068E+03	-6.213E+02	 1.009E+03	-1.731E+03	-1.652E+03	-2.301E+03	 0.000E+00	 1.988E+07	 7.896E+07
    1.3625	 2.857E+03	 7.761E+02	 2.976E+03	 1.797E+03	-2.191E+02	-4.230E+00	 0.000E+00	 1.762E+07	 8.036E+07
    1.3750	 2.506E+03	 2.515E+01	 2.359E+03	-6.711E+01	-1.767E+03	-1.064E+03	 0.000E+00	 1.488E+07	 8.184E+07
    1.3875	 1.341E+03	-1.046E+03	 7.279E+02	-2.009E+03	-2.681E+03	-2.626E+03	 0.000E+00	 1.188E+07	 8.333E+07
    1.4000	 2.116E+03	 3.470E+02	 2.559E+03	 1.685E+03	-1.243E+03	-2.683E+02	 0.000E+00	 8.870E+06	 8.487E+07
    1.4125	 1.931E+03	-2.751E+02	 2.236E+03	-1.438E+02	-2.644E+03	-1.056E+03	 0.000E+00	 5.951E+06	 8.592E+07
    1.4250	 8.126E+02	-1.486E+03	 5.530E+02	-2.319E+03	-3.744E+03	-3.023E+03	 0.000E+00	 3.116E+06	 8.722E+07
    1.4375	 1.464E+03	 8.589E+01	 2.326E+03	 1.735E+03	-2.104E+03	-5.155E+02	 0.000E+00	 3.786E+05	 8.949E+07
    1.4500	 1.562E+03	-2.964E+02	 2.304E+03	-2.714E+02	-3.402E+03	-1.109E+03	 0.000E+00	-2.215E+06	 9.201E+07
    1.4625	 5.102E+02	-1.750E+03	 5.862E+02	-2.703E+03	-4.755E+03	-3.363E+03	 0.000E+00	-4.593E+06	 9.484E+07
    1.4750	 1.178E+03	 1.053E+02	 2.345E+03	 1.882E+03	-2.595E+03	-5.960E+02	 0.000E+00	-6.688E+06	 9.820E+07
    1.4875	 1.620E+03	-5.799E+01	 2.571E+03	-3.744E+02	-3.870E+03	-1.325E+03	 0.000E+00	-8.491E+06	 1.013E+08
    1.5000	 5.031E+02	-1.767E+03	 8.121E+02	-2.983E+03	-5.301E+03	-3.662E+03	 0.000E+00	-9.949E+06	 1.048E+08
    1.5125	 1.289E+03	 2.814E+02	 2.604E+03	 2.000E+03	-2.592E+03	-4.300E+02	 0.000E+00	-1.091E+07	 1.091E+08
    1.5250	 2.028E+03	 2.785E+02	 2.894E+03	-3.966E+02	-3.991E+03	-1.499E+03	 0.000E+00	-1.121E+07	 1.127E+08
    1.5375	 7.570E+02	-1.526E+03	 1.094E+03	-3.008E+03	-5.154E+03	-3.677E+03	 0.000E+00	-1.076E+07	 1.158E+08
    1.5500	 1.726E+03	 5.886E+02	 2.962E+03	 2.292E+03	-2.291E+03	-2.033E+02	 0.000E+00	-9.560E+06	 1.184E+08
    1.5625	 2.452E+03	 5.592E+02	 3.291E+03	-3.745E+02	-3.739E+03	-1.490E+03	 0.000E+00	-7.682E+06	 1.199E+08
    1.5750	 1.245E+03	-1.303E+03	 1.427E+03	-2.750E+03	-4.624E+03	-3.520E+03	 0.000E+00	-5.238E+06	 1.209E+08
    1.5875	 2.262E+03	 6.791E+02	 3.328E+03	 2.584E+03	-1.660E+03	-4.934E+01	 0.000E+00	-2.352E+06	 1.218E+08
    1.6000	 2.835E+03	 6.397E+02	 3.462E+03	-1.690E+02	-3.251E+03	-1.184E+03	 0.000E+00	 7.769E+05	 1.216E+08
    1.6125	 1.856E+03	-1.187E+03	 1.756E+03	-2.367E+03	-3.921E+03	-2.921E+03	 0.000E+00	 3.890E+06	 1.206E+08
    1.6250	 2.793E+03	 9.193E+02	 3.487E+03	 2.695E+03	-9.226E+02	 2.294E+02	 0.000E+00	 6.759E+06	 1.196E+08
    1.6375	 3.027E+03	 5.892E+02	 3.412E+03	 1.045E+02	-2.442E+03	-7.725E+02	 0.000E+00	 9.226E+06	 1.181E+08
    1.6500	 2.353E+03	-9.535E+02	 1.899E+03	-1.754E+03	-2.690E+03	-2.141E+03	 0.000E+00	 1.121E+07	 1.168E+08
    1.6625	 3.184E+03	 1.230E+03	 3.525E+03	 2.763E+03	-2.820E+02	 5.178E+02	 0.000E+00	 1.268E+07	 1.159E+08
    1.6750	 3.094E+03	 4.290E+02	 3.150E+03	 4.102E+02	-1.519E+03	-3.826E+02	 0.000E+00	 1.363E+07	 1.147E+08
    1.6875	 2.650E+03	-7.523E+02	 1.950E+03	-1.079E+03	-1.371E+03	-1.431E+03	 0.000E+00	 1.408E+07	 1.134E+08
    1.7000	 3.349E+03	 1.178E+03	 3.514E+03	 2.573E+03	 4.031E+02	 6.990E+02	 0.000E+00	 1.411E+07	 1.125E+08
    1.7125	 3.003E+03	 1.697E+02	 2.880E+03	 6.348E+02	-5.961E+02	-1.775E+02	 0.000E+00	 1.381E+07	 1.117E+08
    1.7250	 2.741E+03	-5.471E+02	 1.835E+03	-5.708E+02	-3.042E+01	-1.033E+03	 0.000E+00	 1.324E+07	 1.112E+08
    1.7375	 3.324E+03	 1.036E+03	 3.453E+03	 2.266E+03	 9.500E+02	 7.472E+02	 0.000E+00	 1.240E+07	 1.107E+08
    1.7500	 2.772E+03	 4.268E+00	 2.651E+03	 6.139E+02	 1.654E+02	-9.979E+01	 0.000E+00	 1.128E+07	 1.099E+08
    1.7625	 2.671E+03	-5.269E+02	 1.805E+03	-5.131E+02	 6.931E+02	-9.637E+02	 0.000E+00	 9.824E+06	 1.089E+08
    1.7750	 3.167E+03	 6.559E+02	 3.358E+03	 1.845E+03	 1.401E+03	 6.759E+02	 0.000E+00	 8.049E+06	 1.082E+08
    1.7875	 2.540E+03	-9.828E+01	 2.608E+03	 3.893E+02	 6.434E+02	-1.814E+02	 0.000E+00	 5.982E+06	 1.075E+08
    1.8000	 2.510E+03	-6.527E+02	 1.902E+03	-9.408E+02	 6.755E+02	-1.295E+03	 0.000E+00	 3.630E+06	 1.070E+08
    1.8125	 2.985E+03	 5.155E+02	 3.275E+03	 1.488E+03	 1.640E+03	 5.259E+02	 0.000E+00	 1.029E+06	 1.069E+08
    1.8250	 2.527E+03	-7.724E+01	 2.808E+03	-2.123E+01	 6.746E+02	-4.754E+02	 0.000E+00	-1.690E+06	 1.068E+08
    1.8375	 2.282E+03	-7.426E+02	 1.975E+03	-1.675E+03	 3.427E+02	-2.046E+03	 0.000E+00	-4.366E+06	 1.071E+08
    1.8500	 2.829E+03	 6.780E+02	 3.406E+03	 1.258E+03	 1.625E+03	 2.927E+02	 0.000E+00	-6.817E+06	 1.083E+08
    1.8625	 2.564E+03	 1.530E+02	 3.255E+03	-6.054E+02	 3.673E+02	-1.034E+03	 0.000E+00	-8.864E+06	 1.100E+08
    1.8750	 2.026E+03	-8.934E+02	 2.033E+03	-2.499E+03	-3.656E+02	-3.048E+03	 0.000E+00	-1.043E+07	 1.121E+08
    1.8875	 2.673E+03	 7.536E+02	 3.708E+03	 1.085E+03	 1.507E+03	-1.185E+02	 0.000E+00	-1.144E+07	 1.147E+08
    1.9000	 2.668E+03	 4.682E+02	 3.753E+03	-1.149E+03	-2.155E+02	-1.809E+03	 0.000E+00	-1.183E+07	 1.174E+08
    1.9125	 1.670E+03	-9.761E+02	 2.009E+03	-3.175E+03	-9.891E+02	-4.024E+03	 0.000E+00	-1.164E+07	 1.202E+08
    1.9250	 2.532E+03	 8.758E+02	 4.002E+03	 8.942E+02	 1.280E+03	-4.956E+02	 0.000E+00	-1.091E+07	 1.232E+08
    1.9375	 2.748E+03	 7.293E+02	 4.134E+03	-1.525E+03	-8.826E+02	-2.519E+03	 0.000E+00	-9.682E+06	 1.259E+08
    1.9500	 1.372E+03	-1.176E+03	 2.018E+03	-3.616E+03	-1.730E+03	-4.703E+03	 0.000E+00	-8.060E+06	 1.280E+08
    1.9625	 2.424E+03	 7.342E+02	 4.129E+03	 8.720E+02	 9.863E+02	-8.623E+02	 0.000E+00	-6.098E+06	 1.298E+08
    1.9750	 2.753E+03	 8.217E+02	 4.259E+03	-1.601E+03	-1.438E+03	-2.942E+03	 0.000E+00	-3.809E+06	 1.309E+08
    1.9875	 1.160E+03	-1.415E+03	 2.036E+03	-3.754E+03	-2.460E+03	-4.946E+03	 0.000E+00	-1.286E+06	 1.315E+08
    2.0000	 2.327E+03	 7.524E+02	 4.014E+03	 1.091E+03	 4.666E+02	-1.007E+03	 0.000E+00	 1.419E+06	 1.319E+08
    2.0125	 2.740E+03	 7.019E+02	 4.067E+03	-1.283E+03	-1.935E+03	-2.954E+03	 0.000E+00	 4.296E+06	 1.316E+08
    2.0250	 1.031E+03	-1.511E+03	 1.912E+03	-3.440E+03	-2.755E+03	-4.680E+03	 0.000E+00	 7.271E+06	 1.307E+08
    2.0375	 2.170E+03	 9.310E+02	 3.735E+03	 1.482E+03	-1.553E+02	-9.598E+02	 0.000E+00	 1.028E+07	 1.298E+08
    2.0500	 2.543E+03	 4.973E+02	 3.598E+03	-6.785E+02	-2.181E+03	-2.663E+03	 0.000E+00	 1.325E+07	 1.287E+08
    2.0625	 9.993E+02	-1.520E+03	 1.711E+03	-2.716E+03	-2.796E+03	-4.037E+03	 0.000E+00	 1.601E+07	 1.277E+08
    2.0750	 1.970E+03	 9.101E+02	 3.297E+03	 1.886E+03	-6.513E+02	-8.057E+02	 0.000E+00	 1.845E+07	 1.269E+08
    2.0875	 2.329E+03	 2.515E+02	 2.983E+03	 1.509E+02	-2.308E+03	-2.174E+03	 0.000E+00	 2.047E+07	 1.258E+08
    2.1000	 1.008E+03	-1.360E+03	 1.491E+03	-1.735E+03	-2.616E+03	-3.256E+03	 0.000E+00	 2.198E+07	 1.245E+08
    2.1125	 1.780E+03	 9.135E+02	 2.906E+03	 2.260E+03	-9.852E+02	-5.161E+02	 0.000E+00	 2.291E+07	 1.233E+08
    2.1250	 1.999E+03	 1.063E+02	 2.467E+03	 9.811E+02	-2.272E+03	-1.558E+03	 0.000E+00	 2.321E+07	 1.220E+08
    2.1375	 1.105E+03	-1.090E+03	 1.350E+03	-7.286E+02	-2.377E+03	-2.472E+03	 0.000E+00	 2.288E+07	 1.205E+08
