
Predictions were generated on 05-Dec-2019 at 21:53:30 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-173-g38fc45a8-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; SubDyn

Description from the FAST input file: Oberhalb_75mps

Time      	RootMFlp1 	RootMFlp2 	RootMFlp3 	RootMEdg1 	RootMEdg2 	RootMEdg3 	Wave1Elev 	-ReactMXss	-ReactMYss
    0.1375	 6.817E+03	 1.009E+04	 6.024E+03	-4.332E+03	-3.469E+03	-4.654E+03	 0.000E+00	 2.703E+06	 2.839E+07
    0.1500	 3.279E+03	 4.634E+03	 9.182E+02	-2.569E+03	-3.899E+03	-4.157E+03	 0.000E+00	 2.218E+05	 3.562E+07
    0.1625	 8.460E+03	 9.149E+03	 8.040E+03	 2.741E+03	 3.413E+03	 6.716E+02	 0.000E+00	-3.330E+06	 3.937E+07
    0.1750	 7.479E+03	 7.631E+03	 7.030E+03	-3.481E+03	-3.424E+03	-3.715E+03	 0.000E+00	-7.366E+06	 4.102E+07
    0.1875	 4.032E+03	 3.535E+03	 1.664E+03	-3.985E+03	-4.206E+03	-4.372E+03	 0.000E+00	-1.104E+07	 4.319E+07
    0.2000	 8.417E+03	 7.373E+03	 7.237E+03	 2.969E+03	 3.327E+03	 5.428E+02	 0.000E+00	-1.398E+07	 4.763E+07
    0.2125	 7.471E+03	 5.414E+03	 6.517E+03	-2.765E+03	-3.248E+03	-2.896E+03	 0.000E+00	-1.642E+07	 5.227E+07
    0.2250	 4.334E+03	 1.568E+03	 1.778E+03	-4.565E+03	-4.956E+03	-4.906E+03	 0.000E+00	-1.863E+07	 5.359E+07
    0.2375	 7.303E+03	 4.322E+03	 5.880E+03	 2.656E+03	 2.605E+03	-1.121E+02	 0.000E+00	-2.059E+07	 5.188E+07
    0.2500	 6.790E+03	 2.225E+03	 5.640E+03	-2.661E+03	-2.718E+03	-2.278E+03	 0.000E+00	-2.206E+07	 4.915E+07
    0.2625	 3.869E+03	-8.172E+02	 1.428E+03	-5.311E+03	-4.770E+03	-5.598E+03	 0.000E+00	-2.312E+07	 4.756E+07
    0.2750	 5.780E+03	 9.853E+02	 4.668E+03	 1.730E+03	 1.666E+03	-1.214E+03	 0.000E+00	-2.420E+07	 4.826E+07
    0.2875	 5.295E+03	-4.383E+02	 4.684E+03	-2.411E+03	-2.433E+03	-2.521E+03	 0.000E+00	-2.553E+07	 4.783E+07
    0.3000	 2.770E+03	-2.887E+03	 8.434E+02	-5.258E+03	-4.758E+03	-6.289E+03	 0.000E+00	-2.686E+07	 4.416E+07
    0.3125	 4.470E+03	-1.691E+03	 3.749E+03	 6.253E+02	 5.319E+02	-2.230E+03	 0.000E+00	-2.759E+07	 3.979E+07
    0.3250	 4.461E+03	-2.496E+03	 3.870E+03	-2.843E+03	-2.259E+03	-3.203E+03	 0.000E+00	-2.715E+07	 3.621E+07
    0.3375	 1.592E+03	-4.381E+03	 3.618E+02	-5.704E+03	-4.798E+03	-6.893E+03	 0.000E+00	-2.539E+07	 3.449E+07
    0.3500	 3.447E+03	-2.853E+03	 3.164E+03	-1.925E+02	-4.016E+02	-3.100E+03	 0.000E+00	-2.226E+07	 3.457E+07
    0.3625	 3.817E+03	-3.322E+03	 3.343E+03	-3.020E+03	-2.894E+03	-3.751E+03	 0.000E+00	-1.749E+07	 3.272E+07
    0.3750	 8.157E+02	-5.135E+03	 1.254E+01	-6.379E+03	-4.911E+03	-7.246E+03	 0.000E+00	-1.092E+07	 2.861E+07
    0.3875	 3.071E+03	-3.141E+03	 2.835E+03	-6.145E+02	-8.886E+02	-3.653E+03	 0.000E+00	-2.745E+06	 2.559E+07
    0.4000	 3.712E+03	-3.416E+03	 3.568E+03	-3.645E+03	-3.547E+03	-4.001E+03	 0.000E+00	 6.451E+06	 2.460E+07
    0.4125	 3.861E+02	-5.053E+03	-1.464E+01	-7.283E+03	-5.325E+03	-7.846E+03	 0.000E+00	 1.574E+07	 2.534E+07
    0.4250	 2.800E+03	-2.211E+03	 2.865E+03	-4.942E+02	-9.687E+02	-3.873E+03	 0.000E+00	 2.443E+07	 2.682E+07
    0.4375	 3.771E+03	-2.077E+03	 3.892E+03	-3.845E+03	-4.147E+03	-4.538E+03	 0.000E+00	 3.219E+07	 2.677E+07
    0.4500	 2.158E+02	-3.951E+03	-6.665E+00	-8.128E+03	-5.425E+03	-8.629E+03	 0.000E+00	 3.853E+07	 2.645E+07
    0.4625	 2.888E+03	-1.068E+03	 3.145E+03	-4.918E+02	-5.659E+02	-3.389E+03	 0.000E+00	 4.302E+07	 2.869E+07
    0.4750	 4.091E+03	-3.265E+02	 4.241E+03	-3.828E+03	-4.243E+03	-5.188E+03	 0.000E+00	 4.548E+07	 3.348E+07
    0.4875	 1.446E+02	-2.191E+03	-1.440E+02	-8.347E+03	-6.053E+03	-9.321E+03	 0.000E+00	 4.596E+07	 3.934E+07
    0.5000	 2.861E+03	 3.009E+02	 3.472E+03	-2.454E+02	 2.223E+02	-3.150E+03	 0.000E+00	 4.486E+07	 4.485E+07
    0.5125	 3.972E+03	 1.180E+03	 4.468E+03	-3.571E+03	-4.023E+03	-5.424E+03	 0.000E+00	 4.266E+07	 4.980E+07
    0.5250	 2.023E+02	-1.016E+03	-1.485E+02	-7.999E+03	-5.712E+03	-9.456E+03	 0.000E+00	 3.949E+07	 5.562E+07
    0.5375	 2.858E+03	 1.274E+03	 3.623E+03	-3.170E+01	 8.280E+02	-2.972E+03	 0.000E+00	 3.548E+07	 6.304E+07
    0.5500	 3.474E+03	 2.069E+03	 4.220E+03	-3.202E+03	-3.625E+03	-5.112E+03	 0.000E+00	 3.075E+07	 7.169E+07
    0.5625	 3.480E+02	-3.427E+02	-4.228E+02	-6.977E+03	-5.404E+03	-8.544E+03	 0.000E+00	 2.536E+07	 7.978E+07
    0.5750	 2.747E+03	 2.045E+03	 3.383E+03	 3.943E+02	 9.830E+02	-2.910E+03	 0.000E+00	 1.941E+07	 8.601E+07
    0.5875	 2.718E+03	 2.255E+03	 3.525E+03	-2.794E+03	-2.962E+03	-4.108E+03	 0.000E+00	 1.280E+07	 9.155E+07
    0.6000	 3.748E+02	-6.648E+01	-5.079E+02	-5.876E+03	-4.371E+03	-6.855E+03	 0.000E+00	 5.395E+06	 9.749E+07
    0.6125	 2.612E+03	 2.210E+03	 2.789E+03	 7.918E+02	 1.005E+03	-2.611E+03	 0.000E+00	-2.722E+06	 1.038E+08
    0.6250	 2.334E+03	 1.999E+03	 2.038E+03	-1.694E+03	-2.036E+03	-3.023E+03	 0.000E+00	-1.122E+07	 1.099E+08
    0.6375	 5.554E+02	 2.073E+01	-4.115E+02	-4.599E+03	-3.205E+03	-4.862E+03	 0.000E+00	-1.966E+07	 1.145E+08
    0.6500	 2.424E+03	 1.763E+03	 2.129E+03	 1.064E+03	 1.158E+03	-2.004E+03	 0.000E+00	-2.753E+07	 1.172E+08
    0.6625	 1.975E+03	 1.070E+03	 1.431E+03	-7.032E+02	-9.967E+02	-1.744E+03	 0.000E+00	-3.439E+07	 1.199E+08
    0.6750	 9.543E+02	-2.053E+01	-1.103E+02	-3.633E+03	-2.214E+03	-3.684E+03	 0.000E+00	-3.981E+07	 1.232E+08
    0.6875	 2.258E+03	 1.002E+03	 1.904E+03	 1.356E+03	 1.424E+03	-1.398E+03	 0.000E+00	-4.342E+07	 1.263E+08
    0.7000	 1.833E+03	 2.897E+02	 1.362E+03	 1.757E+02	-3.655E+02	-7.556E+02	 0.000E+00	-4.498E+07	 1.286E+08
    0.7125	 1.485E+03	-3.982E+02	 5.145E+02	-2.873E+03	-1.624E+03	-2.940E+03	 0.000E+00	-4.453E+07	 1.293E+08
    0.7250	 2.420E+03	 3.007E+02	 2.155E+03	 1.604E+03	 1.517E+03	-7.745E+02	 0.000E+00	-4.229E+07	 1.288E+08
    0.7375	 2.112E+03	-7.335E+01	 1.724E+03	 3.428E+02	 1.104E+02	-4.425E+02	 0.000E+00	-3.851E+07	 1.280E+08
    0.7500	 1.935E+03	-8.514E+02	 1.281E+03	-2.780E+03	-1.695E+03	-2.773E+03	 0.000E+00	-3.351E+07	 1.271E+08
    0.7625	 2.989E+03	 1.475E+02	 2.804E+03	 1.890E+03	 1.250E+03	-2.224E+02	 0.000E+00	-2.767E+07	 1.261E+08
    0.7750	 2.969E+03	-1.002E+02	 2.442E+03	 5.762E+01	-3.471E+02	-5.010E+02	 0.000E+00	-2.132E+07	 1.235E+08
    0.7875	 2.125E+03	-9.826E+02	 1.861E+03	-3.216E+03	-2.277E+03	-2.879E+03	 0.000E+00	-1.483E+07	 1.196E+08
    0.8000	 3.945E+03	 5.435E+02	 3.800E+03	 2.050E+03	 7.448E+02	 1.652E+02	 0.000E+00	-8.450E+06	 1.162E+08
    0.8125	 4.052E+03	 2.847E+02	 3.550E+03	-9.590E+02	-1.215E+03	-1.119E+03	 0.000E+00	-2.192E+06	 1.132E+08
    0.8250	 2.061E+03	-1.212E+03	 2.320E+03	-4.268E+03	-3.676E+03	-3.683E+03	 0.000E+00	 3.946E+06	 1.112E+08
    0.8375	 4.865E+03	 1.354E+03	 4.998E+03	 1.932E+03	 2.968E+02	 9.411E+01	 0.000E+00	 9.953E+06	 1.102E+08
    0.8500	 4.786E+03	 9.726E+02	 4.704E+03	-2.120E+03	-2.466E+03	-2.160E+03	 0.000E+00	 1.581E+07	 1.089E+08
    0.8625	 1.602E+03	-1.093E+03	 2.222E+03	-5.341E+03	-4.824E+03	-4.944E+03	 0.000E+00	 2.136E+07	 1.078E+08
    0.8750	 5.336E+03	 1.980E+03	 6.130E+03	 1.305E+03	-6.058E+01	-1.677E+02	 0.000E+00	 2.645E+07	 1.089E+08
    0.8875	 4.780E+03	 1.687E+03	 5.633E+03	-3.322E+03	-3.383E+03	-3.391E+03	 0.000E+00	 3.093E+07	 1.113E+08
    0.9000	 9.639E+02	-8.197E+02	 1.641E+03	-6.138E+03	-5.914E+03	-6.272E+03	 0.000E+00	 3.448E+07	 1.146E+08
    0.9125	 5.069E+03	 2.460E+03	 6.646E+03	 7.050E+02	-3.448E+02	-7.218E+02	 0.000E+00	 3.680E+07	 1.187E+08
    0.9250	 4.512E+03	 2.021E+03	 5.846E+03	-3.909E+03	-3.967E+03	-4.362E+03	 0.000E+00	 3.770E+07	 1.224E+08
    0.9375	 4.173E+02	-9.925E+02	 1.234E+03	-6.634E+03	-6.233E+03	-7.291E+03	 0.000E+00	 3.704E+07	 1.265E+08
    0.9500	 4.287E+03	 2.436E+03	 6.363E+03	 2.070E+02	-5.392E+02	-1.195E+03	 0.000E+00	 3.494E+07	 1.322E+08
    0.9625	 3.895E+03	 1.879E+03	 5.443E+03	-3.988E+03	-4.043E+03	-4.573E+03	 0.000E+00	 3.163E+07	 1.384E+08
    0.9750	-7.204E+01	-1.111E+03	 8.633E+02	-7.317E+03	-6.499E+03	-7.649E+03	 0.000E+00	 2.729E+07	 1.445E+08
    0.9875	 3.557E+03	 2.118E+03	 5.455E+03	-2.653E+02	-4.657E+02	-1.553E+03	 0.000E+00	 2.218E+07	 1.506E+08
    1.0000	 3.181E+03	 1.469E+03	 4.753E+03	-3.895E+03	-3.631E+03	-4.279E+03	 0.000E+00	 1.670E+07	 1.569E+08
    1.0125	-3.543E+02	-1.280E+03	 5.937E+02	-7.671E+03	-6.124E+03	-7.542E+03	 0.000E+00	 1.115E+07	 1.639E+08
    1.0250	 2.933E+03	 1.711E+03	 4.517E+03	-3.922E+02	-3.736E+02	-1.854E+03	 0.000E+00	 5.800E+06	 1.722E+08
    1.0375	 2.764E+03	 1.075E+03	 3.968E+03	-3.533E+03	-3.060E+03	-3.956E+03	 0.000E+00	 8.397E+05	 1.806E+08
    1.0500	-3.534E+02	-1.400E+03	 4.812E+02	-7.363E+03	-5.518E+03	-6.944E+03	 0.000E+00	-3.714E+06	 1.883E+08
    1.0625	 2.679E+03	 1.594E+03	 3.868E+03	-3.491E+02	-4.526E+01	-1.918E+03	 0.000E+00	-7.841E+06	 1.956E+08
    1.0750	 2.568E+03	 8.184E+02	 3.456E+03	-2.903E+03	-2.208E+03	-3.744E+03	 0.000E+00	-1.146E+07	 2.026E+08
    1.0875	 1.269E+02	-1.288E+03	 4.872E+02	-6.547E+03	-4.497E+03	-6.501E+03	 0.000E+00	-1.459E+07	 2.093E+08
    1.1000	 2.917E+03	 1.868E+03	 3.839E+03	-2.850E+01	 6.272E+02	-1.766E+03	 0.000E+00	-1.722E+07	 2.156E+08
    1.1125	 2.984E+03	 1.035E+03	 3.231E+03	-2.061E+03	-1.557E+03	-3.601E+03	 0.000E+00	-1.924E+07	 2.207E+08
    1.1250	 1.067E+03	-8.838E+02	 6.792E+02	-5.684E+03	-3.641E+03	-6.035E+03	 0.000E+00	-2.054E+07	 2.238E+08
    1.1375	 3.748E+03	 2.437E+03	 4.317E+03	 6.616E+02	 1.459E+03	-1.405E+03	 0.000E+00	-2.100E+07	 2.257E+08
    1.1500	 3.840E+03	 1.407E+03	 3.583E+03	-1.357E+03	-1.112E+03	-3.317E+03	 0.000E+00	-2.046E+07	 2.268E+08
    1.1625	 2.161E+03	-2.373E+02	 1.062E+03	-5.091E+03	-2.921E+03	-5.684E+03	 0.000E+00	-1.892E+07	 2.272E+08
    1.1750	 5.082E+03	 3.174E+03	 5.035E+03	 1.532E+03	 2.199E+03	-8.800E+02	 0.000E+00	-1.644E+07	 2.268E+08
    1.1875	 5.015E+03	 2.119E+03	 4.100E+03	-1.076E+03	-9.253E+02	-3.063E+03	 0.000E+00	-1.302E+07	 2.253E+08
    1.2000	 3.234E+03	 2.509E+02	 1.586E+03	-4.870E+03	-2.554E+03	-5.231E+03	 0.000E+00	-8.907E+06	 2.229E+08
    1.2125	 6.498E+03	 3.900E+03	 5.721E+03	 2.148E+03	 2.585E+03	-9.238E+01	 0.000E+00	-4.421E+06	 2.204E+08
    1.2250	 6.265E+03	 2.762E+03	 4.696E+03	-1.266E+03	-9.188E+02	-2.967E+03	 0.000E+00	 9.689E+04	 2.182E+08
    1.2375	 3.993E+03	 5.390E+02	 2.028E+03	-4.805E+03	-2.425E+03	-5.069E+03	 0.000E+00	 4.280E+06	 2.161E+08
    1.2500	 7.547E+03	 4.396E+03	 6.294E+03	 2.519E+03	 2.650E+03	 4.995E+02	 0.000E+00	 7.898E+06	 2.140E+08
    1.2625	 6.887E+03	 3.138E+03	 5.187E+03	-1.449E+03	-1.058E+03	-2.993E+03	 0.000E+00	 1.082E+07	 2.118E+08
    1.2750	 4.264E+03	 5.670E+02	 2.283E+03	-4.744E+03	-2.468E+03	-5.229E+03	 0.000E+00	 1.289E+07	 2.098E+08
    1.2875	 7.892E+03	 4.358E+03	 6.635E+03	 2.433E+03	 2.543E+03	 7.652E+02	 0.000E+00	 1.400E+07	 2.084E+08
    1.3000	 6.951E+03	 2.921E+03	 5.455E+03	-1.484E+03	-1.389E+03	-3.107E+03	 0.000E+00	 1.421E+07	 2.077E+08
    1.3125	 4.066E+03	 3.358E+02	 2.180E+03	-4.787E+03	-2.701E+03	-5.409E+03	 0.000E+00	 1.370E+07	 2.072E+08
    1.3250	 7.500E+03	 3.779E+03	 6.632E+03	 1.988E+03	 2.173E+03	 6.511E+02	 0.000E+00	 1.270E+07	 2.070E+08
    1.3375	 6.307E+03	 2.409E+03	 5.515E+03	-1.659E+03	-1.780E+03	-3.246E+03	 0.000E+00	 1.142E+07	 2.071E+08
    1.3500	 3.359E+03	-2.772E+02	 2.006E+03	-4.876E+03	-3.232E+03	-5.756E+03	 0.000E+00	 9.938E+06	 2.079E+08
    1.3625	 6.698E+03	 3.071E+03	 6.426E+03	 1.556E+03	 1.400E+03	 1.641E+02	 0.000E+00	 8.299E+06	 2.100E+08
    1.3750	 5.598E+03	 1.728E+03	 5.324E+03	-1.943E+03	-2.366E+03	-3.501E+03	 0.000E+00	 6.591E+06	 2.126E+08
    1.3875	 2.469E+03	-1.111E+03	 1.771E+03	-5.401E+03	-3.949E+03	-6.177E+03	 0.000E+00	 4.859E+06	 2.158E+08
    1.4000	 5.799E+03	 2.317E+03	 6.078E+03	 9.900E+02	 6.250E+02	-4.170E+02	 0.000E+00	 3.118E+06	 2.198E+08
    1.4125	 4.570E+03	 1.142E+03	 5.286E+03	-2.578E+03	-2.734E+03	-3.600E+03	 0.000E+00	 1.370E+06	 2.244E+08
    1.4250	 1.620E+03	-1.869E+03	 1.592E+03	-6.119E+03	-4.564E+03	-6.884E+03	 0.000E+00	-4.233E+05	 2.299E+08
    1.4375	 4.975E+03	 1.586E+03	 5.709E+03	 6.073E+02	 5.918E+01	-1.061E+03	 0.000E+00	-2.181E+06	 2.365E+08
    1.4500	 3.778E+03	 6.024E+02	 5.279E+03	-3.020E+03	-3.007E+03	-3.641E+03	 0.000E+00	-3.679E+06	 2.432E+08
    1.4625	 1.070E+03	-2.324E+03	 1.429E+03	-6.695E+03	-5.053E+03	-7.501E+03	 0.000E+00	-4.792E+06	 2.497E+08
    1.4750	 4.292E+03	 1.029E+03	 5.438E+03	 4.251E+02	-2.202E+02	-1.557E+03	 0.000E+00	-5.401E+06	 2.564E+08
    1.4875	 3.418E+03	 4.767E+02	 5.345E+03	-3.292E+03	-3.163E+03	-3.884E+03	 0.000E+00	-5.383E+06	 2.628E+08
    1.5000	 8.620E+02	-2.325E+03	 1.203E+03	-7.164E+03	-5.220E+03	-8.087E+03	 0.000E+00	-4.734E+06	 2.688E+08
    1.5125	 4.029E+03	 1.118E+03	 5.378E+03	 3.295E+02	-1.685E+02	-1.820E+03	 0.000E+00	-3.386E+06	 2.747E+08
    1.5250	 3.474E+03	 9.165E+02	 5.364E+03	-3.497E+03	-3.367E+03	-4.085E+03	 0.000E+00	-1.294E+06	 2.794E+08
    1.5375	 1.175E+03	-2.486E+03	 1.280E+03	-7.551E+03	-6.128E+03	-8.222E+03	 0.000E+00	 1.368E+06	 2.831E+08
    1.5500	 4.191E+03	 1.116E+03	 5.323E+03	 2.537E+02	 1.849E+02	-1.773E+03	 0.000E+00	 4.410E+06	 2.864E+08
    1.5625	 4.056E+03	 1.506E+03	 5.220E+03	-3.394E+03	-3.522E+03	-4.269E+03	 0.000E+00	 7.686E+06	 2.886E+08
    1.5750	 1.418E+03	-1.867E+03	 1.186E+03	-7.577E+03	-5.558E+03	-7.792E+03	 0.000E+00	 1.098E+07	 2.901E+08
    1.5875	 4.807E+03	 1.752E+03	 5.252E+03	 4.876E+02	 3.953E+02	-1.373E+03	 0.000E+00	 1.409E+07	 2.909E+08
    1.6000	 4.689E+03	 2.042E+03	 5.204E+03	-3.277E+03	-3.553E+03	-4.069E+03	 0.000E+00	 1.688E+07	 2.906E+08
    1.6125	 2.035E+03	-1.423E+03	 1.169E+03	-7.185E+03	-5.112E+03	-7.461E+03	 0.000E+00	 1.917E+07	 2.897E+08
    1.6250	 5.433E+03	 2.723E+03	 5.452E+03	 1.075E+03	 4.395E+02	-8.677E+02	 0.000E+00	 2.091E+07	 2.885E+08
    1.6375	 5.073E+03	 2.325E+03	 5.121E+03	-3.030E+03	-3.202E+03	-3.569E+03	 0.000E+00	 2.215E+07	 2.870E+08
    1.6500	 2.759E+03	-1.331E+03	 1.356E+03	-6.643E+03	-5.036E+03	-6.806E+03	 0.000E+00	 2.290E+07	 2.851E+08
    1.6625	 5.864E+03	 2.368E+03	 5.352E+03	 1.257E+03	 1.004E+03	-4.954E+02	 0.000E+00	 2.313E+07	 2.829E+08
    1.6750	 5.225E+03	 2.293E+03	 4.806E+03	-2.457E+03	-2.655E+03	-3.045E+03	 0.000E+00	 2.283E+07	 2.799E+08
    1.6875	 3.046E+03	-7.535E+02	 1.227E+03	-5.662E+03	-3.720E+03	-5.879E+03	 0.000E+00	 2.197E+07	 2.768E+08
    1.7000	 6.016E+03	 2.510E+03	 5.262E+03	 1.409E+03	 1.098E+03	 1.019E+02	 0.000E+00	 2.062E+07	 2.738E+08
    1.7125	 5.207E+03	 2.028E+03	 4.460E+03	-1.708E+03	-2.334E+03	-2.520E+03	 0.000E+00	 1.882E+07	 2.706E+08
    1.7250	 3.192E+03	-6.073E+02	 1.302E+03	-4.650E+03	-2.969E+03	-4.961E+03	 0.000E+00	 1.654E+07	 2.674E+08
    1.7375	 5.904E+03	 2.761E+03	 5.193E+03	 1.564E+03	 9.627E+02	 6.383E+02	 0.000E+00	 1.374E+07	 2.642E+08
    1.7500	 4.932E+03	 1.683E+03	 4.296E+03	-1.104E+03	-2.092E+03	-2.006E+03	 0.000E+00	 1.049E+07	 2.613E+08
    1.7625	 3.118E+03	-5.701E+02	 1.501E+03	-3.806E+03	-2.344E+03	-4.428E+03	 0.000E+00	 6.924E+06	 2.591E+08
    1.7750	 5.470E+03	 1.842E+03	 5.233E+03	 1.700E+03	 1.086E+03	 7.197E+02	 0.000E+00	 3.256E+06	 2.577E+08
    1.7875	 4.451E+03	 1.299E+03	 4.460E+03	-7.574E+02	-1.897E+03	-1.560E+03	 0.000E+00	-3.335E+05	 2.565E+08
    1.8000	 2.811E+03	-7.287E+02	 2.001E+03	-3.513E+03	-2.158E+03	-4.397E+03	 0.000E+00	-3.720E+06	 2.561E+08
    1.8125	 4.934E+03	 1.452E+03	 5.420E+03	 1.790E+03	 1.040E+03	 7.444E+02	 0.000E+00	-6.778E+06	 2.566E+08
    1.8250	 3.928E+03	 1.157E+03	 4.829E+03	-7.162E+02	-1.762E+03	-1.518E+03	 0.000E+00	-9.324E+06	 2.578E+08
    1.8375	 2.311E+03	-9.121E+02	 2.570E+03	-3.602E+03	-2.422E+03	-4.729E+03	 0.000E+00	-1.120E+07	 2.599E+08
    1.8500	 4.451E+03	 1.328E+03	 5.773E+03	 1.869E+03	 9.256E+02	 5.383E+02	 0.000E+00	-1.235E+07	 2.628E+08
    1.8625	 3.668E+03	 1.025E+03	 5.464E+03	-7.616E+02	-2.026E+03	-1.929E+03	 0.000E+00	-1.282E+07	 2.656E+08
    1.8750	 1.747E+03	-1.138E+03	 3.078E+03	-3.925E+03	-3.171E+03	-5.607E+03	 0.000E+00	-1.270E+07	 2.687E+08
    1.8875	 4.129E+03	 1.908E+03	 6.453E+03	 2.111E+03	 4.697E+02	 1.896E+02	 0.000E+00	-1.210E+07	 2.724E+08
    1.9000	 3.584E+03	 1.235E+03	 6.292E+03	-1.101E+03	-2.695E+03	-2.660E+03	 0.000E+00	-1.102E+07	 2.763E+08
    1.9125	 1.289E+03	-1.340E+03	 3.359E+03	-4.311E+03	-3.962E+03	-6.701E+03	 0.000E+00	-9.542E+06	 2.801E+08
    1.9250	 3.851E+03	 1.672E+03	 7.088E+03	 2.233E+03	 5.560E+02	-7.490E+02	 0.000E+00	-7.757E+06	 2.836E+08
    1.9375	 3.447E+03	 1.636E+03	 6.977E+03	-1.579E+03	-3.355E+03	-3.459E+03	 0.000E+00	-5.635E+06	 2.863E+08
    1.9500	 8.712E+02	-1.452E+03	 3.434E+03	-4.687E+03	-4.432E+03	-7.652E+03	 0.000E+00	-3.169E+06	 2.888E+08
    1.9625	 3.617E+03	 1.856E+03	 7.425E+03	 2.269E+03	 3.820E+02	-1.425E+03	 0.000E+00	-2.872E+05	 2.914E+08
    1.9750	 3.385E+03	 2.033E+03	 7.261E+03	-2.007E+03	-3.850E+03	-4.266E+03	 0.000E+00	 3.071E+06	 2.935E+08
    1.9875	 5.712E+02	-1.639E+03	 3.339E+03	-5.041E+03	-4.916E+03	-8.317E+03	 0.000E+00	 6.729E+06	 2.947E+08
    2.0000	 3.484E+03	 1.892E+03	 7.456E+03	 2.210E+03	 2.386E+02	-2.018E+03	 0.000E+00	 1.050E+07	 2.951E+08
    2.0125	 3.304E+03	 2.156E+03	 7.218E+03	-2.238E+03	-4.067E+03	-4.883E+03	 0.000E+00	 1.432E+07	 2.943E+08
    2.0250	 3.371E+02	-1.706E+03	 3.009E+03	-5.191E+03	-5.116E+03	-8.754E+03	 0.000E+00	 1.798E+07	 2.929E+08
    2.0375	 3.400E+03	 1.862E+03	 7.151E+03	 2.133E+03	 1.488E+01	-2.356E+03	 0.000E+00	 2.130E+07	 2.915E+08
    2.0500	 3.174E+03	 2.120E+03	 6.709E+03	-2.199E+03	-4.086E+03	-4.992E+03	 0.000E+00	 2.412E+07	 2.891E+08
    2.0625	 3.575E+02	-1.830E+03	 2.588E+03	-5.117E+03	-5.285E+03	-8.737E+03	 0.000E+00	 2.614E+07	 2.857E+08
    2.0750	 3.341E+03	 1.789E+03	 6.600E+03	 2.111E+03	-8.039E+01	-2.511E+03	 0.000E+00	 2.727E+07	 2.817E+08
    2.0875	 3.113E+03	 1.895E+03	 6.018E+03	-1.849E+03	-3.919E+03	-4.837E+03	 0.000E+00	 2.760E+07	 2.773E+08
    2.1000	 4.887E+02	-1.731E+03	 2.075E+03	-4.654E+03	-5.021E+03	-8.377E+03	 0.000E+00	 2.725E+07	 2.730E+08
    2.1125	 3.330E+03	 1.788E+03	 5.923E+03	 2.179E+03	-2.155E+02	-2.379E+03	 0.000E+00	 2.628E+07	 2.685E+08
    2.1250	 3.087E+03	 1.646E+03	 5.271E+03	-1.365E+03	-3.746E+03	-4.321E+03	 0.000E+00	 2.481E+07	 2.635E+08
    2.1375	 8.227E+02	-1.785E+03	 1.777E+03	-4.179E+03	-5.029E+03	-7.807E+03	 0.000E+00	 2.290E+07	 2.581E+08
